Rehabber,Age,AgeCode,Diagnosis,DiagnosisCode,Disposition,DisCode,SkywayCode
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Fishing Related,1,Released,3,1
SSS,Immature,1,Fishing Related,1,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Died,1,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Died,1,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Died,1,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Died,1,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SSS,Immature,1,Emaciation/dehydration/failure to thrive,2,Released,3,1
SOS,Immature,1,Impact/Watercraft/Vehicle/Building,3,Died,1,1
SSS,Immature,1,Impact/Watercraft/Vehicle/Building,3,Released,3,1
SSS,Immature,1,Impact/Watercraft/Vehicle/Building,3,Released,3,1
SSS,Immature,1,Impact/Watercraft/Vehicle/Building,3,Released,3,1
SSS,Immature,1,Impact/Watercraft/Vehicle/Building,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Died,1,1
SOS,Immature,1,Miscellaneous Trauma,3,Died,1,1
SOS,Immature,1,Miscellaneous Trauma,3,Died,1,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SOS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Miscellaneous Trauma,3,Released,3,1
SSS,Immature,1,Toxins,4,Released,3,1
SSS,Immature,1,Toxins,4,Released,3,1
SSS,Immature,1,Toxins,4,Released,3,1
SSS,Immature,1,Animal or Human Interaction,5,Released,3,1
SOS,Immature,1,Animal or Human Interaction,5,Released,3,1
SOS,Immature,1,Infection,5,Released,3,1
SSS,Immature,1,Infection,5,Released,3,1
SOS,Immature,1,NA,5,Died,1,1
SSS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SOS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SOS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SOS,Immature,1,NA,5,Released,3,1
SOS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SOS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SOS,Immature,1,NA,5,Released,3,1
SOS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SSS,Immature,1,NA,5,Released,3,1
SOS,Immature,1,Discarded Carcass,1,Died,1,0
